source,text,created_at,sentiment
Twitter for iPhone,"['interview', 'chri', 'wallac', 'p', 'p', 'enjoy']",2018-11-18 17:30:30+00:00,2
Twitter for iPhone,"['funni', 'see', 'littl', 'adam', 'schitt', 'ca', 'talk', 'fact', 'act', 'attorney', 'gener', 'matt', 'whitak', 'approv', 'senat', 'mention', 'fact', 'bob', 'mueller', 'highli', 'conflict', 'approv', 'senat']",2018-11-18 18:01:09+00:00,1
Twitter for iPhone,"['mayor', 'tijuana', 'mexico', 'state', 'citi', 'ill', 'prepar', 'handl', 'mani', 'migrant', 'backlog', 'could', 'last', 'month', 'likewis', 'u', 'ill', 'prepar', 'invas', 'stand', 'caus', 'crime', 'big', 'problem', 'mexico', 'go', 'home']",2018-11-18 18:42:59+00:00,1
Twitter for iPhone,"['catch', 'releas', 'obsolet', 'term', 'catch', 'detain', 'illeg', 'immigr', 'tri', 'come', 'u', 'often', 'proudli', 'fli', 'flag', 'nation', 'ask', 'u', 'asylum', 'detain', 'turn', 'away', 'dem', 'must', 'approv', 'border', 'secur', 'wall']",2018-11-18 19:55:24+00:00,1
Twitter for iPhone,"['day', 'one', 'rick', 'scott', 'never', 'waver', 'great', 'governor', 'even', 'greater', 'senat', 'repres', 'peopl', 'florida', 'congratul', 'rick', 'wage', 'courag', 'success', 'campaign']",2018-11-18 19:59:41+00:00,3
Twitter for iPhone,"['cours', 'captur', 'osama', 'bin', 'laden', 'long', 'point', 'book', 'attack', 'world', 'trade', 'center', 'presid', 'clinton', 'famous', 'miss', 'shot', 'paid', 'pakistan', 'billion', 'dollar', 'never', 'told', 'u', 'live', 'fool']",2018-11-19 15:26:39+00:00,1
Twitter for iPhone,"['hope', 'discoveri', 'eventu', 'recoveri', 'argentin', 'submarin', 'san', 'juan', 'bring', 'need', 'closur', 'wonder', 'famili', 'brave', 'miss', 'sailor', 'look', 'forward', 'hear', 'friend', 'presid', 'argentina', 'later', 'month']",2018-11-20 04:19:18+00:00,3
Twitter for iPhone,"['call', 'comedian', 'michel', 'wolf', 'bomb', 'badli', 'last', 'year', 'white', 'hous', 'correspond', 'dinner', 'year', 'first', 'time', 'decad', 'author', 'instead', 'comedian', 'good', 'first', 'step', 'comeback', 'die', 'even', 'tradit', 'mayb', 'go']",2018-11-21 03:43:41+00:00,1
Twitter for iPhone,"['oil', 'price', 'get', 'lower', 'great', 'like', 'big', 'tax', 'cut', 'america', 'world', 'enjoy', 'thank', 'saudi', 'arabia', 'let', 'go', 'lower']",2018-11-21 12:49:51+00:00,3
Twitter for iPhone,"['great', 'new', 'book', 'mad', 'polit', 'keep', 'saniti', 'world', 'gone', 'crazi', 'loudon', 'go', 'get', 'copi', 'today', 'great', 'read']",2018-11-21 15:13:33+00:00,3
Twitter for iPhone,"['lot', 'crimin', 'caravan', 'stop', 'catch', 'detain', 'judici', 'activ', 'peopl', 'know', 'noth', 'secur', 'safeti', 'citizen', 'put', 'countri', 'great', 'danger', 'good']",2018-11-21 21:42:30+00:00,1
Twitter for iPhone,"['decis', 'overturn', 'th', 'circuit', 'terribl', 'costli', 'danger', 'disgrac', 'becom', 'dump', 'ground', 'certain', 'lawyer', 'look', 'easi', 'win', 'delay', 'much', 'talk', 'divid', 'th', 'circuit', 'circuit', 'big']",2018-11-21 22:17:33+00:00,1
Twitter for iPhone,"['brutal', 'extend', 'cold', 'blast', 'could', 'shatter', 'record', 'whatev', 'happen', 'global', 'warm']",2018-11-22 00:23:09+00:00,3
Twitter for iPhone,"['win', 'fake', 'news', 'medium', 'big', 'stori', 'today', 'push', 'hard', 'gotten', 'gasolin', 'price', 'low', 'peopl', 'drive', 'caus', 'traffic', 'jam', 'throughout', 'great', 'nation', 'sorri', 'everyon']",2018-11-22 00:36:06+00:00,1
Twitter for iPhone,"['mean', 'nasti', 'world', 'middl', 'east', 'particular', 'long', 'histor', 'commit', 'one', 'absolut', 'vital', 'america', 'nation', 'secur', 'agre', 'addit', 'mani', 'billion', 'dollar', 'purchas', 'made', 'u', 'big', 'job', 'oil']",2018-11-22 11:58:24+00:00,2
Twitter for iPhone,"['speak', 'great', 'militari', 'differ', 'part', 'world', 'teleconfer', 'eastern', 'see', 'coast', 'guard', 'patriot', 'thank', 'great', 'job', 'especi', 'hurrican', 'happi', 'thanksgiv']",2018-11-22 13:42:29+00:00,3
Twitter for iPhone,"['coldest', 'weather', 'histori', 'thanksgiv', 'day', 'parad', 'nyc', 'one', 'coldest', 'thanksgiv', 'record']",2018-11-22 21:26:12+00:00,3
Twitter for iPhone,"['highli', 'train', 'secur', 'profession', 'allow', 'job', 'border', 'judici', 'activ', 'interfer', 'th', 'circuit', 'nevertheless', 'work', 'hard', 'make', 'america', 'safer', 'place', 'though', 'hard', 'anybodi', 'file', 'lawsuit', 'win']",2018-11-22 23:07:44+00:00,3
Twitter for iPhone,"['republican', 'democrat', 'must', 'come', 'togeth', 'final', 'major', 'border', 'secur', 'packag', 'includ', 'fund', 'wall', 'year', 'talk', 'final', 'time', 'action', 'fix', 'border']",2018-11-23 12:41:50+00:00,1
Twitter for iPhone,"['realli', 'good', 'crimin', 'justic', 'reform', 'true', 'shot', 'major', 'bipartisan', 'support', 'mitch', 'mcconnel', 'real', 'chanc', 'someth', 'badli', 'need', 'countri', 'alreadi', 'past', 'big', 'vote', 'hous', 'would', 'major', 'victori']",2018-11-23 12:57:18+00:00,1
Twitter for iPhone,"['extrem', 'happi', 'proud', 'job', 'done', 'secretari', 'fake', 'news', 'like', 'write', 'stori', 'contrari', 'quot', 'phoni', 'sourc', 'jealou', 'peopl', 'true', 'never', 'like', 'ask', 'quot', 'b', 'c', 'would', 'kill', 'stori']",2018-11-23 23:48:19+00:00,1
Twitter for iPhone,"['victor', 'davi', 'hanson', 'good', 'interest', 'guest', 'mark', 'levin', 'wrote', 'highli', 'tout', 'book', 'call', 'second', 'world', 'war', 'new', 'book', 'soon', 'come', 'call', 'case', 'trump', 'recommend']",2018-11-25 12:12:34+00:00,3
Twitter for iPhone,"['gulfport', 'tupelo', 'mississippi', 'monday', 'night', 'two', 'ralli', 'senat', 'hyde', 'smith', 'import', 'elect', 'tuesday', 'outstand', 'person', 'strong', 'border', 'crime', 'militari', 'great', 'vet', 'healthcar', 'nd', 'need', 'c']",2018-11-25 12:30:51+00:00,3
Twitter for iPhone,"['larg', 'violent', 'french', 'protest', 'take', 'account', 'badli', 'unit', 'state', 'treat', 'trade', 'european', 'union', 'fair', 'reason', 'payment', 'great', 'militari', 'protect', 'topic', 'must', 'remedi', 'soon']",2018-11-25 13:16:56+00:00,1
Twitter for iPhone,"['great', 'oil', 'price', 'fall', 'thank', 'presid', 'add', 'like', 'big', 'tax', 'cut', 'good', 'econom', 'news', 'inflat', 'listen', 'fed']",2018-11-25 13:46:54+00:00,3
Twitter for iPhone,"['mississippi', 'vote', 'tuesday', 'respect', 'need', 'washington', 'thank']",2018-11-25 20:13:00+00:00,3
Twitter for iPhone,"['gener', 'anthoni', 'tata', 'presid', 'trump', 'man', 'word', 'said', 'go', 'tough', 'border', 'tough', 'border', 'right', 'strengthen', 'border', 'face', 'unpreced', 'threat', 'right', 'move', 'presid', 'trump', 'thank', 'gener']",2018-11-25 20:20:36+00:00,3
Twitter for iPhone,"['europ', 'pay', 'fair', 'share', 'militari', 'protect', 'european', 'union', 'mani', 'year', 'taken', 'advantag', 'u', 'trade', 'live', 'militari', 'commit', 'nato', 'thing', 'must', 'chang', 'fast']",2018-11-25 20:27:34+00:00,1
Twitter for iPhone,"['mexico', 'move', 'flag', 'wave', 'migrant', 'mani', 'stone', 'cold', 'crimin', 'back', 'countri', 'plane', 'bu', 'anyway', 'want', 'come', 'u', 'close', 'border', 'perman', 'need', 'congress', 'fund', 'wall']",2018-11-26 11:19:41+00:00,1
Twitter for iPhone,"['ten', 'year', 'anniversari', 'mumbai', 'terror', 'attack', 'u', 'stand', 'peopl', 'india', 'quest', 'justic', 'attack', 'kill', 'innoc', 'includ', 'six', 'american', 'never', 'let', 'terrorist', 'win', 'even', 'come', 'close', 'win']",2018-11-26 19:45:16+00:00,3
Twitter for iPhone,"['poll', 'open', 'mississippi', 'need', 'cindi', 'hyde', 'smith', 'washington', 'go', 'vote', 'thank']",2018-11-27 13:32:57+00:00,3
Twitter for iPhone,"['mueller', 'witch', 'hunt', 'total', 'disgrac', 'look', 'supposedli', 'stolen', 'crook', 'hillari', 'clinton', 'email', 'even', 'though', 'want', 'look', 'dnc', 'server', 'interest', 'email', 'hillari', 'delet', 'acid', 'wash', 'get', 'congression', 'subpoena']",2018-11-28 00:31:37+00:00,1
Twitter for iPhone,"['brenda', 'snipe', 'charg', 'vote', 'broward', 'counti', 'florida', 'spot', 'wear', 'beauti', 'dress', 'vote', 'sign', 'kid', 'fine', 'honor', 'highli', 'respect', 'vote', 'tactician']",2018-11-28 03:38:48+00:00,3
Twitter for iPhone,"['congratul', 'senat', 'cindi', 'hyde', 'smith', 'big', 'win', 'great', 'state', 'mississippi', 'proud']",2018-11-28 03:42:08+00:00,3
Twitter for iPhone,"['disgust', 'fake', 'news', 'everyth', 'within', 'power', 'report', 'way', 'least', 'major', 'player', 'intim', 'angri', 'mueller', 'gang', 'dem', 'vicious', 'tell', 'wit', 'lie', 'fact', 'get', 'relief', 'joseph', 'mccarthi', 'era']",2018-11-28 13:39:38+00:00,1
Twitter for iPhone,"['steel', 'dynam', 'announc', 'build', 'brand', 'new', 'million', 'ton', 'steel', 'mill', 'southwest', 'creat', 'good', 'pay', 'u', 'job', 'steel', 'job', 'come', 'back', 'america', 'like', 'predict', 'congratul', 'steel', 'dynam']",2018-11-28 16:09:47+00:00,3
Twitter for iPhone,"['sebastian', 'gorka', 'talent', 'man', 'got', 'know', 'well', 'work', 'white', 'hous', 'written', 'excel', 'book', 'fight', 'much', 'learn', 'good', 'read']",2018-11-29 04:36:07+00:00,3
Twitter for iPhone,"['much', 'happen', 'discredit', 'witch', 'hunt', 'total', 'hoax', 'studi', 'year']",2018-11-29 04:39:03+00:00,1
Twitter for iPhone,"['gener', 'motor', 'counter', 'auto', 'compani', 'big', 'steel', 'open', 'renov', 'plant', 'countri', 'auto', 'compani', 'pour', 'u', 'includ', 'bmw', 'announc', 'major', 'new', 'plant', 'u', 'boom']",2018-11-29 11:37:14+00:00,3
Twitter for iPhone,"['ever', 'see', 'investig', 'search', 'crime', 'time', 'mueller', 'angri', 'democrat', 'even', 'look', 'atroci', 'perhap', 'subvers', 'crime', 'commit', 'crook', 'hillari', 'clinton', 'democrat', 'total', 'disgrac']",2018-11-29 11:54:16+00:00,1
Twitter for iPhone,"['illeg', 'joseph', 'mccarthi', 'style', 'witch', 'hunt', 'one', 'shatter', 'mani', 'innoc', 'life', 'ever', 'end', 'go', 'forev', 'wast', 'possibl', 'proven', 'one', 'thing', 'collus', 'russia', 'ridicul']",2018-11-29 12:16:12+00:00,1
Twitter for iPhone,"['billion', 'dollar', 'pour', 'coffer', 'u', 'tariff', 'charg', 'china', 'long', 'way', 'go', 'compani', 'want', 'pay', 'tariff', 'build', 'u', 'otherwis', 'let', 'make', 'countri', 'richer', 'ever']",2018-11-29 12:32:13+00:00,3
Twitter for iPhone,"['written', 'absolut', 'fascin', 'book', 'back', 'game', 'world', 'c', 'polit', 'experienc', 'much', 'short', 'period', 'time', 'peopl', 'braveri', 'courag', 'come', 'way', 'back', 'big', 'power', 'great', 'person']",2018-11-29 22:03:52+00:00,3
Twitter for iPhone,"['new', 'book', 'terrif', 'tough', 'smart', 'realli', 'get', 'book', 'sale', 'highli', 'recommend']",2018-11-29 22:34:18+00:00,3
Twitter for iPhone,"['new', 'book', 'come', 'forget', 'two', 'great', 'origin', 'written', 'pirro', 'book', 'went', 'go', 'get', 'phoni', 'witch', 'hunt', 'well', 'explain']",2018-11-29 22:43:12+00:00,3
Twitter for iPhone,"['rnc', 'chair', 'ronna', 'mcdaniel', 'oversaw', 'histori', 'defi', 'gain', 'senat', 'unpreced', 'fundrais', 'strength', 'ask', 'serv', 'anoth', 'term', 'elect', 'one', 'better', 'job']",2018-11-30 00:04:23+00:00,3
Twitter for iPhone,"['demonstr', 'robert', 'mueller', 'partisan', 'evid', 'whiff', 'collus', 'trump', 'russian', 'russian', 'project', 'legal', 'trump', 'tower', 'meet', 'son', 'perfectli', 'legal', 'involv', 'hack', 'gregg', 'jarrett', 'total', 'witch', 'hunt']",2018-11-30 02:50:59+00:00,1
Twitter for iPhone,"['arriv', 'argentina', 'busi', 'two', 'day', 'plan', 'import', 'meet', 'schedul', 'throughout', 'great', 'countri', 'extrem', 'well', 'repres', 'product']",2018-11-30 03:31:14+00:00,3
Twitter for iPhone,"['sign', 'one', 'import', 'largest', 'trade', 'deal', 'u', 'world', 'histori', 'unit', 'state', 'mexico', 'canada', 'work', 'well', 'togeth', 'craft', 'great', 'document', 'terribl', 'nafta', 'soon', 'gone', 'usmca', 'fantast']",2018-11-30 14:45:18+00:00,3
Twitter for iPhone,"['great', 'peopl', 'alaska', 'hit', 'hard', 'big', 'one', 'pleas', 'follow', 'direct', 'highli', 'train', 'profession', 'help', 'feder', 'govern', 'spare', 'expens', 'god', 'bless']",2018-11-30 20:19:12+00:00,2
Twitter for iPhone,"['great', 'review', 'usmca', 'sooo', 'much', 'better', 'nafta']",2018-11-30 20:23:09+00:00,3
Twitter for iPhone,"['presid', 'georg', 'h', 'w', 'bush', 'led', 'long', 'success', 'beauti', 'life', 'whenev', 'saw', 'absolut', 'joy', 'life', 'true', 'pride', 'famili', 'accomplish', 'great', 'begin', 'end', 'truli', 'wonder', 'man', 'miss']",2018-12-01 11:16:08+00:00,3
Twitter for iPhone,"['china', 'agre', 'reduc', 'remov', 'tariff', 'car', 'come', 'china', 'u', 'current', 'tariff']",2018-12-03 04:00:25+00:00,2
Twitter for iPhone,"['meet', 'argentina', 'presid', 'xi', 'china', 'extraordinari', 'one', 'relat', 'china', 'taken', 'big', 'leap', 'forward', 'good', 'thing', 'happen', 'deal', 'great', 'strength', 'china', 'likewis', 'much', 'gain', 'deal', 'complet', 'level', 'field']",2018-12-03 12:54:30+00:00,3
Twitter for iPhone,"['farmer', 'big', 'fast', 'beneficiari', 'deal', 'china', 'intend', 'start', 'purchas', 'agricultur', 'product', 'immedi', 'make', 'finest', 'cleanest', 'product', 'world', 'china', 'want', 'farmer', 'love']",2018-12-03 13:01:08+00:00,3
Twitter for iPhone,"['presid', 'xi', 'strong', 'person', 'relationship', 'two', 'peopl', 'bring', 'massiv', 'posit', 'chang', 'trade', 'far', 'beyond', 'two', 'great', 'nation', 'solut', 'north', 'korea', 'great', 'thing', 'china']",2018-12-03 13:18:01+00:00,3
Twitter for iPhone,"['certain', 'time', 'futur', 'presid', 'xi', 'togeth', 'presid', 'putin', 'russia', 'start', 'talk', 'meaning', 'halt', 'becom', 'major', 'uncontrol', 'arm', 'race', 'u', 'spent', 'billion', 'dollar', 'year', 'crazi']",2018-12-03 13:30:46+00:00,3
Twitter for iPhone,"['would', 'save', 'billion', 'dollar', 'democrat', 'would', 'give', 'u', 'vote', 'build', 'wall', 'either', 'way', 'peopl', 'allow', 'countri', 'illeg', 'close', 'entir', 'southern', 'border', 'necessari', 'also', 'stop', 'drug']",2018-12-03 13:45:22+00:00,1
Twitter for iPhone,"['never', 'testifi', 'trump', 'statement', 'recent', 'made', 'roger', 'stone', 'essenti', 'state', 'forc', 'rogu', 'control', 'prosecutor', 'make', 'lie', 'stori', 'presid', 'trump', 'nice', 'know', 'peopl', 'still', 'gut']",2018-12-03 15:48:12+00:00,3
Twitter for iPhone,"['bob', 'mueller', 'much', 'differ', 'man', 'peopl', 'think', 'control', 'band', 'angri', 'democrat', 'want', 'truth', 'want', 'lie', 'truth', 'bad', 'mission']",2018-12-03 15:56:06+00:00,1
Twitter for iPhone,"['look', 'forward', 'bush', 'famili', 'pay', 'respect', 'presid', 'georg', 'h', 'w', 'bush']",2018-12-03 16:37:38+00:00,3
Twitter for iPhone,"['congratul', 'newli', 'inaugur', 'mexican', 'presid', 'tremend', 'polit', 'victori', 'great', 'support', 'mexican', 'peopl', 'work', 'well', 'togeth', 'mani', 'year', 'come']",2018-12-03 19:42:31+00:00,3
Twitter for iPhone,"['look', 'forward', 'wonder', 'bush', 'famili', 'blair', 'hous', 'today', 'former', 'first', 'ladi', 'come', 'white', 'hous', 'morn', 'given', 'tour', 'christma', 'decor', 'melania', 'eleg', 'precis', 'last', 'two', 'day', 'remark']",2018-12-04 14:22:01+00:00,3
Twitter for iPhone,"['could', 'somebodi', 'pleas', 'explain', 'democrat', 'need', 'vote', 'countri', 'loss', 'billion', 'dollar', 'year', 'illeg', 'immigr', 'includ', 'terribl', 'drug', 'flow', 'top', 'border', 'secur', 'includ', 'wall', 'billion', 'pay', 'two', 'month', 'get', 'done']",2018-12-04 16:22:24+00:00,1
Twitter for iPhone,"['strong', 'signal', 'sent', 'china', 'return', 'home', 'long', 'trip', 'includ', 'stop', 'argentina', 'sound', 'naiv', 'anyth', 'believ', 'presid', 'xi', 'meant', 'everi', 'word', 'said', 'long', 'hope', 'histor', 'meet', 'subject', 'discuss']",2018-12-05 13:19:46+00:00,3
Twitter for iPhone,"['look', 'forward', 'bush', 'famili', 'funer', 'day', 'celebr', 'great', 'man', 'led', 'long', 'distinguish', 'life', 'miss']",2018-12-05 13:56:31+00:00,3
Twitter for iPhone,"['hope', 'opec', 'keep', 'oil', 'flow', 'restrict', 'world', 'want', 'see', 'need', 'higher', 'oil', 'price']",2018-12-05 14:44:48+00:00,2
Twitter for iPhone,"['doug', 'wead', 'truli', 'great', 'presidenti', 'historian', 'wonder', 'take', 'beauti', 'moment', 'histori', 'funer', 'servic', 'today', 'presid', 'bush', 'doug', 'abl', 'brilliantli', 'cover', 'import', 'interest', 'period', 'time']",2018-12-06 02:24:40+00:00,3
Twitter for iPhone,"['without', 'phoni', 'russia', 'witch', 'hunt', 'accomplish', 'last', 'almost', 'two', 'year', 'tax', 'regul', 'cut', 'judg', 'militari', 'vet', 'etc', 'approv', 'rate', 'would', 'rather', 'report', 'rasmussen', 'call', 'presidenti', 'harass']",2018-12-06 15:17:47+00:00,1
Twitter for iPhone,"['thought', 'prayer', 'crew', 'member', 'involv', 'mid', 'air', 'collis', 'coast', 'japan', 'thank', 'immedi', 'respons', 'rescu', 'effort', 'whatev', 'need']",2018-12-06 17:07:29+00:00,3
Twitter for iPhone,"['fake', 'news', 'medium', 'ever', 'mention', 'fact', 'republican', 'import', 'help', 'campaign', 'ralli', 'unit', 'state', 'senat', 'hear', 'open', 'border', 'dem', 'hous', 'senat', 'alon', 'approv', 'judg', 'other', 'big', 'republican', 'win']",2018-12-07 00:27:11+00:00,1
Twitter for iPhone,"['statement', 'china', 'team', 'side', 'smooth', 'commun', 'good', 'cooper', 'full', 'confid', 'agreement', 'reach', 'within', 'next', 'day', 'agre']",2018-12-07 00:56:18+00:00,3
Twitter for iPhone,"['trish', 'regan', 'fbi', 'follow', 'protocol', 'obtain', 'fisa', 'warrant', 'think', 'dossier', 'opposit', 'research', 'fund', 'oppon', 'use', 'govern', 'resourc', 'take', 'polit', 'foe', 'weapon', 'govern', 'gain', 'realli', 'america', 'witch', 'hunt']",2018-12-07 03:07:18+00:00,3
Twitter for iPhone,"['fake', 'news', 'enemi', 'peopl']",2018-12-07 03:08:26+00:00,1
Twitter for iPhone,"['arizona', 'togeth', 'militari', 'border', 'patrol', 'brace', 'massiv', 'surg', 'non', 'wall', 'area', 'let', 'big', 'danger', 'nanci', 'chuck', 'must', 'approv', 'boarder', 'secur', 'wall']",2018-12-07 03:15:12+00:00,3
Twitter for iPhone,"['china', 'talk', 'go', 'well']",2018-12-07 13:13:48+00:00,3
Twitter for iPhone,"['incorrectli', 'report', 'rudi', 'giuliani', 'other', 'counter', 'mueller', 'report', 'fake', 'news', 'alreadi', 'page', 'done', 'obvious', 'complet', 'see', 'final', 'witch', 'hunt', 'report']",2018-12-07 13:39:36+00:00,1
Twitter for iPhone,"['major', 'counter', 'report', 'mueller', 'report', 'never', 'allow', 'happen', 'futur', 'presid', 'unit', 'state']",2018-12-07 14:56:46+00:00,1
Twitter for iPhone,"['pleas', 'announc', 'heather', 'nauert', 'spokeswoman', 'unit', 'state', 'depart', 'state', 'nomin', 'serv', 'unit', 'nation', 'ambassador', 'want', 'congratul', 'heather', 'thank', 'ambassador', 'nikki', 'haley', 'great', 'servic', 'countri']",2018-12-07 16:16:51+00:00,3
Twitter for iPhone,"['mike', 'pompeo', 'great', 'job', 'proud', 'predecessor', 'rex', 'tillerson', 'mental', 'capac', 'need', 'dumb', 'rock', 'get', 'rid', 'fast', 'enough', 'lazi', 'hell', 'whole', 'new', 'ballgam', 'great', 'spirit', 'state']",2018-12-07 20:02:34+00:00,3
Twitter for iPhone,"['hope', 'mitch', 'mcconnel', 'ask', 'vote', 'crimin', 'justic', 'reform', 'extrem', 'popular', 'strong', 'bipartisan', 'support', 'also', 'help', 'lot', 'peopl', 'save', 'taxpay', 'dollar', 'keep', 'commun', 'safe', 'go', 'mitch']",2018-12-07 20:56:17+00:00,3
Twitter for iPhone,"['report', 'leakin', 'jame', 'comey', 'told', 'depart', 'justic', 'attorney', 'answer', 'import', 'question', 'total', 'bia', 'corrupt', 'highest', 'level', 'previou', 'administr', 'forc', 'answer', 'question', 'oath']",2018-12-07 21:49:01+00:00,1
Twitter for iPhone,"['total', 'clear', 'presid', 'thank']",2018-12-07 23:00:21+00:00,3
Twitter for iPhone,"['idea', 'european', 'militari', 'work', 'well', 'w', 'w', 'u', 'alway', 'ask', 'pay', 'fair', 'share', 'nato', 'germani', 'pay', 'u', 'pay', 'much', 'larger', 'gdp', 'protect', 'europ', 'fair']",2018-12-08 12:52:39+00:00,2
Twitter for iPhone,"['two', 'year', 'million', 'page', 'document', 'cost', 'collus']",2018-12-08 13:01:56+00:00,1
Twitter for iPhone,"['collus', 'illus', 'smoke', 'gun', 'late', 'date', 'gone', 'million', 'spent', 'russian', 'collus', 'noth', 'impeach', 'time', 'witch', 'hunt', 'end']",2018-12-08 16:01:39+00:00,1
Twitter for iPhone,"['sad', 'day', 'night', 'pari', 'mayb', 'time', 'end', 'ridicul', 'extrem', 'expens', 'pari', 'agreement', 'return', 'money', 'back', 'peopl', 'form', 'lower', 'tax', 'u', 'way', 'ahead', 'curv', 'major', 'countri', 'emiss', 'went', 'last', 'year']",2018-12-08 17:22:32+00:00,1
Twitter for iPhone,"['occas', 'former', 'fbi', 'director', 'jame', 'comey', 'told', 'hous', 'investig', 'know', 'recal', 'rememb', 'thing', 'ask', 'open', 'investig', 'american', 'know', 'sign', 'know', 'christoph', 'steel', 'lie']",2018-12-09 13:38:22+00:00,1
Twitter for iPhone,"['leakin', 'jame', 'comey', 'must', 'set', 'record', 'lie', 'congress', 'one', 'day', 'friday', 'testimoni', 'untruth', 'whole', 'deal', 'rig', 'fraud', 'head', 'dishonest', 'peopl', 'would', 'anyth', 'could', 'becom', 'presid', 'expos']",2018-12-09 13:53:30+00:00,1
Twitter for iPhone,"['trump', 'administr', 'accomplish', 'u', 'administr', 'first', 'two', 'even', 'year', 'exist', 'great', 'time', 'despit', 'fake', 'news', 'medium', 'gone', 'total', 'mind', 'truli', 'enemi', 'peopl']",2018-12-09 22:43:13+00:00,1
Twitter for iPhone,"['process', 'interview', 'realli', 'great', 'peopl', 'posit', 'white', 'hous', 'chief', 'staff', 'fake', 'news', 'say', 'certainti', 'nick', 'ayer', 'spectacular', 'person', 'alway', 'maga', 'agenda', 'make', 'decis', 'soon']",2018-12-10 01:27:23+00:00,1
Twitter for iPhone,"['jame', 'comey', 'behind', 'close', 'door', 'testimoni', 'reveal', 'evid', 'campaign', 'collus', 'russia', 'left', 'fbi', 'word', 'witch', 'hunt', 'illeg', 'never', 'start']",2018-12-11 02:11:21+00:00,1
Twitter for iPhone,"['former', 'fbi', 'director', 'jame', 'comey', 'fire', 'testimoni', 'acknowledg', 'knew', 'democrat', 'paid', 'phoni', 'trump', 'dossier', 'detail', 'tuesday', 'night']",2018-12-11 02:28:25+00:00,1
Twitter for iPhone,"['great', 'job', 'michael', 'anton', 'true', 'nation', 'secur', 'expert']",2018-12-11 13:11:05+00:00,3
Twitter for iPhone,"['product', 'convers', 'go', 'china', 'watch', 'import', 'announc']",2018-12-11 13:19:26+00:00,3
Twitter for iPhone,"['fake', 'news', 'purpos', 'wrong', 'mani', 'ten', 'vy', 'want', 'white', 'hous', 'chief', 'staff', 'posit', 'someon', 'want', 'one', 'truli', 'great', 'meaning', 'job', 'washington', 'pleas', 'report', 'news', 'correctli', 'thank']",2018-12-11 13:30:31+00:00,1
Twitter for iPhone,"['jame', 'comey', 'total', 'expos', 'partisan', 'stanc', 'urg', 'fellow', 'democrat', 'take', 'back', 'white', 'hous', 'word', 'democrat', 'comey', 'right', 'head', 'fbi', 'time', 'especi', 'mind', 'explod']",2018-12-11 18:50:29+00:00,1
Twitter for iPhone,"['thank', 'leader', 'mcconnel', 'agre', 'bring', 'senat', 'vote', 'crimin', 'justic', 'week', 'histor', 'chang', 'make', 'commun', 'safer', 'save', 'tremend', 'taxpay', 'dollar', 'bring', 'much', 'need', 'hope', 'mani', 'famili', 'holiday', 'season']",2018-12-11 22:09:04+00:00,3
Twitter for iPhone,"['anoth', 'bad', 'terror', 'attack', 'franc', 'go', 'strengthen', 'border', 'even', 'chuck', 'nanci', 'must', 'give', 'u', 'vote', 'get', 'addit', 'border', 'secur']",2018-12-12 12:34:21+00:00,1
Twitter for iPhone,"['democrat', 'presid', 'obama', 'gave', 'iran', 'billion', 'dollar', 'got', 'noth', 'give', 'billion', 'dollar', 'nation', 'secur', 'wall']",2018-12-12 12:50:17+00:00,1
Twitter for iPhone,"['melania', 'interview', 'tonight', 'pme']",2018-12-12 23:50:48+00:00,2
Twitter for iPhone,"['often', 'state', 'one', 'way', 'mexico', 'go', 'pay', 'wall', 'never', 'chang', 'new', 'deal', 'mexico', 'canada', 'usmca', 'much', 'better', 'old', 'costli', 'anti', 'usa', 'nafta', 'deal', 'money', 'save', 'mexico', 'pay', 'wall']",2018-12-13 12:38:28+00:00,3
Twitter for iPhone,"['interview', 'air', 'pme', 'enjoy']",2018-12-13 18:00:44+00:00,2
Twitter for iPhone,"['china', 'announc', 'economi', 'grow', 'much', 'slower', 'anticip', 'trade', 'war', 'suspend', 'u', 'tariff', 'hike', 'u', 'well', 'china', 'want', 'make', 'big', 'comprehens', 'deal', 'could', 'happen', 'rather', 'soon']",2018-12-14 16:35:43+00:00,3
Twitter for iPhone,"['record', 'mani', 'peopl', 'want', 'white', 'hous', 'chief', 'staff', 'mick', 'great', 'job']",2018-12-15 00:31:44+00:00,3
Twitter for iPhone,"['predict', 'along', 'obamacar', 'struck', 'unconstitut', 'disast', 'congress', 'must', 'pa', 'strong', 'law', 'provid', 'great', 'healthcar', 'protect', 'pre', 'exist', 'condit', 'mitch', 'nanci', 'get', 'done']",2018-12-15 02:07:45+00:00,3
Twitter for iPhone,"['wow', 'surprisingli', 'obamacar', 'rule', 'unconstitut', 'highli', 'respect', 'judg', 'texa', 'great', 'news', 'america']",2018-12-15 02:16:29+00:00,3
Twitter for iPhone,"['never', 'histori', 'countri', 'press', 'dishonest', 'today', 'stori', 'good', 'bad', 'stori', 'bad', 'horribl', 'mani', 'stori', 'like', 'real', 'stori', 'russia', 'clinton', 'dnc', 'seldom', 'get', 'report', 'bad']",2018-12-15 15:37:40+00:00,1
Twitter for iPhone,"['pathet', 'dishonest', 'weekli', 'standard', 'run', 'fail', 'prognost', 'bill', 'kristol', 'like', 'mani', 'other', 'never', 'clue', 'flat', 'broke', 'busi', 'bad', 'may', 'rest', 'peac']",2018-12-15 16:15:38+00:00,1
