,source,text,created_at,sentiment
8356,Twitter for iPhone,"Many countries in NATO, which we are expected to defend, are not only short of their current commitment of 2% (which is low), but are also delinquent for many years in payments that have not been made. Will they reimburse the U.S.?",2018-07-10 17:01:30+00:00,negative
8357,Twitter for iPhone,"A recent Emerson College ePoll said that most Americans, especially Hispanics, feel that they are better off under President Trump than they were under President Obama.",2018-07-10 18:42:21+00:00,negative
8358,Twitter for iPhone,"The European Union makes it impossible for our farmers and workers and companies to do business in Europe (U.S. has a $151 Billion trade deficit), and then they want us to happily defend them through NATO, and nicely pay for it. Just doesn’t work!",2018-07-10 18:52:21+00:00,negative
8359,Twitter for iPhone,"Just talked with Pfizer CEO and @SecAzar on our drug pricing blueprint. Pfizer is rolling back price hikes, so American patients don’t pay more. We applaud Pfizer for this decision and hope other companies do the same. Great news for the American people!",2018-07-10 22:37:28+00:00,positive
8364,Twitter for iPhone,Democrats in Congress must no longer Obstruct - vote to fix our terrible Immigration Laws now. I am watching what is going on from Europe - it would be soooo simple to fix. Judges run the system and illegals and traffickers know how it works. They are just using children!,2018-07-11 16:41:12+00:00,negative
8365,Twitter for iPhone,"What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are their only 5 out of 29 countries that have met their commitment? The U.S. is paying for Europe’s protection, then loses billions on Trade. Must pay 2% of GDP IMMEDIATELY, not by 2025.",2018-07-11 16:50:49+00:00,negative
8367,Twitter for iPhone,"If the Democrats want to win Supreme Court and other Court picks, don’t Obstruct and Resist, but rather do it the good ol’ fashioned way, WIN ELECTIONS!",2018-07-11 21:09:01+00:00,negative
8375,Twitter for iPhone,"Ex-FBI LAYER Lisa Page today defied a House of Representatives issued Subpoena to testify before Congress! Wow, but is anybody really surprised!  Together with her lover, FBI Agent Peter Strzok, she worked on the Rigged Witch Hunt, perhaps the most tainted and corrupt case EVER!",2018-07-11 21:53:26+00:00,negative
8376,Twitter for iPhone,"How can the Rigged Witch Hunt proceed when it was started, influenced and worked on, for an extended period of time, by former FBI Agent/Lover Peter Strzok? Read his hate filled and totally biased Emails and the answer is clear!",2018-07-11 22:47:16+00:00,negative
8377,Twitter for iPhone,"Billions of additional dollars are being spent by NATO countries since my visit last year, at my request, but it isn’t nearly enough. U.S. spends too much. Europe’s borders are BAD! Pipeline dollars to Russia are not acceptable!",2018-07-11 23:33:33+00:00,negative
8378,Twitter for iPhone,"As I head out to a very important NATO meeting, I see that FBI Lover/Agent Lisa Page is dodging a Subpoena & is refusing to show up and testify. What can she possibly say about her statements and lies. So much corruption on the other side. Where is the Attorney General? @FoxNews",2018-07-12 05:55:24+00:00,negative
8379,Twitter for iPhone,"Presidents have been trying unsuccessfully for years to get Germany and other rich NATO Nations to pay more toward their protection from Russia. They pay only a fraction of their cost. The U.S. pays tens of Billions of Dollars too much to subsidize Europe, and loses Big on Trade!",2018-07-12 06:03:29+00:00,negative
8387,Twitter for iPhone,Great success today at NATO! Billions of additional dollars paid by members since my election. Great spirit!,2018-07-12 17:52:33+00:00,positive
8388,Twitter for iPhone,"Congressman Matt Gaetz of Florida is one of the finest and most talented people in Congress. Strong on Crime, the Border, Illegal Immigration, the 2nd Amendment, our great Military & Vets, Matt worked tirelessly on helping to get our Massive Tax Cuts. He has my Full Endorsement!",2018-07-13 06:02:42+00:00,positive
8395,Twitter for iPhone,"I have arrived in Scotland and will be at Trump Turnberry for two days of meetings, calls and hopefully, some golf - my primary form of exercise! The weather is beautiful, and this place is incredible! Tomorrow I go to Helsinki for a Monday meeting with Vladimir Putin.",2018-07-14 09:43:04+00:00,positive
8396,Twitter for iPhone,"The Stock Market hit 25,000 yesterday. Jobs are at an all time record - and that is before we fix some of the worst trade deals and conditions ever seen by any government. It is all happening!",2018-07-14 09:46:55+00:00,positive
8397,Twitter for iPhone,"The stories you heard about the 12 Russians yesterday took place during the Obama Administration, not the Trump Administrations. Why didn’t they do something about it, especially when it was reported that President Obama was informed by the FBI in September, before the Election?",2018-07-14 09:53:13+00:00,negative
8399,Twitter for iPhone,"The stories you heard about the 12 Russians yesterday took place during the Obama Administration, not the Trump Administration. Why didn’t they do something about it, especially when it was reported that President Obama was informed by the FBI in September, before the Election?",2018-07-14 10:08:23+00:00,negative
8403,Twitter for iPhone,"These Russian individuals did their work during the Obama years. Why didn’t Obama do something about it?  Because he thought Crooked Hillary Clinton would win, that’s why. Had nothing to do with the Trump Administration, but Fake News doesn’t want to report the truth, as usual!",2018-07-14 18:17:37+00:00,negative
8412,Twitter for iPhone,"There hasn’t been a missile or rocket fired in 9 months in North Korea, there have been no nuclear tests and we got back our hostages. Who knows how it will all turn out in the end, but why isn’t the Fake News talking about these wonderful facts? Because it is FAKE NEWS!",2018-07-15 16:11:13+00:00,negative
8416,Twitter for iPhone,"Congratulations to France, who played extraordinary soccer, on winning the 2018 World Cup. Additionally, congratulations to President Putin and Russia for putting on a truly great World Cup Tournament -- one of the best ever!",2018-07-15 17:03:03+00:00,positive
8419,Twitter for iPhone,"Received many calls from leaders of NATO countries thanking me for helping to bring them together and to get them focused on financial obligations, both present & future. We had a truly great Summit that was inaccurately covered by much of the media. NATO is now strong & rich!",2018-07-16 05:23:50+00:00,positive
8420,Twitter for iPhone,"President Obama thought that Crooked Hillary was going to win the election, so when he was informed by the FBI about Russian Meddling, he said it couldn’t happen, was no big deal, & did NOTHING about it. When I won it became a big deal and the Rigged Witch Hunt headed by Strzok!",2018-07-16 05:37:05+00:00,negative
8421,Twitter for iPhone,"Our relationship with Russia has NEVER been worse thanks to many years of U.S. foolishness and stupidity and now, the Rigged Witch Hunt!",2018-07-16 06:05:29+00:00,negative
8425,Twitter for iPhone,"As I said today and many times before, “I have GREAT confidence in MY intelligence people.” However, I also recognize that in order to build a brighter future, we cannot exclusively focus on the past – as the world’s two largest nuclear powers, we must get along! #HELSINKI2018",2018-07-16 19:40:23+00:00,positive
8428,Twitter for iPhone,Will be interviewed on @seanhannity tonight at 9pmE and @TuckerCarlson tomorrow night at 8pmE. Enjoy!,2018-07-16 22:53:47+00:00,neutral
8429,Twitter for iPhone,"Thank you @RandPaul, you really get it! “The President has gone through a year and a half of totally partisan investigations - what’s he supposed think?”",2018-07-17 12:59:36+00:00,positive
8430,Twitter for iPhone,"I had a great meeting with NATO. They have paid $33 Billion more and will pay hundreds of Billions of Dollars more in the future, only because of me. NATO was weak, but now it is strong again (bad for Russia). The media only says I was rude to leaders, never mentions the money!",2018-07-17 13:53:39+00:00,positive
8431,Twitter for iPhone,"While I had a great meeting with NATO, raising vast amounts of money, I had an even better meeting with Vladimir Putin of Russia. Sadly, it is not being reported that way - the Fake News is going Crazy!",2018-07-17 14:22:28+00:00,negative
8433,Twitter for iPhone,The economy of the United States is stronger than ever before!,2018-07-17 14:39:08+00:00,positive
8434,Twitter for iPhone,"The meeting between President Putin and myself was a great success, except in the Fake News Media!",2018-07-18 00:21:54+00:00,negative
8435,Twitter for iPhone,"The Democrats want to abolish ICE, which will mean more crime in our country. I want to give ICE a big cheer! Vote Republican in November.",2018-07-18 00:27:37+00:00,negative
8436,Twitter for iPhone,"“Prosperity is returning. Donald Trump is doing exactly what he said he would do as a candidate, now as the most effective president, the most successful president, in modern American history.” Thank you to the great Lou Dobbs!",2018-07-18 04:10:19+00:00,positive
8437,Twitter for iPhone,So many people at the higher ends of intelligence loved my press conference performance in Helsinki. Putin and I discussed many important subjects at our earlier meeting. We got along well which truly bothered many haters who wanted to see a boxing match. Big results will come!,2018-07-18 09:53:41+00:00,positive
8438,Twitter for iPhone,"While the NATO meeting in Brussels was an acknowledged triumph, with billions of dollars more being put up by member countries at a faster pace, the meeting with Russia may prove to be, in the long run, an even greater success. Many positive things will come out of that meeting..",2018-07-18 10:08:36+00:00,positive
8440,Twitter for iPhone,"Congratulations to Martha Roby of The Great State of Alabama on her big GOP Primary win for Congress. My endorsement came appropriately late, but when it came the “flood gates” opened and you had the kind of landslide victory that you deserve. Enjoy!",2018-07-18 10:44:18+00:00,positive
8441,Twitter for iPhone,“A lot of Democrats wished they voted for the Tax Cuts because the economy is booming - we could have 4% growth now and the Fed said yesterday that unemployment could drop again.”  @foxandfriends  @kilmeade,2018-07-18 11:03:05+00:00,negative
8442,Twitter for iPhone,Some people HATE the fact that I got along well with President Putin of Russia. They would rather go to war than see this. It’s called Trump Derangement Syndrome!,2018-07-18 11:27:59+00:00,negative
8443,Twitter for iPhone,"3.4 million jobs created since our great Election Victory - far greater than ever anticipated, and only getting better as new and greatly improved Trade Deals start coming to fruition!",2018-07-18 11:33:34+00:00,positive
8445,Twitter for iPhone,"Brian Kemp is running for Governor of the great state of Georgia. The Primary is on Tuesday. Brian is tough on crime, strong on the border and illegal immigration. He loves our Military and our Vets and protects our Second Amendment. I give him my full and total endorsement.",2018-07-18 19:25:30+00:00,positive
8446,Twitter for iPhone,"Thank you to Congressman Kevin Yoder! He secured $5 BILLION for Border Security. Now we need Congress to support. Kevin has been strong on Crime, the Border, the 2nd Amendment, and he loves our Military and Vets. @RepKevinYoder has my full and total endorsement!",2018-07-18 21:29:06+00:00,positive
8447,Twitter for iPhone,The two biggest opponents of ICE in America today are the Democratic Party and MS-13!,2018-07-18 21:30:19+00:00,negative
8450,Twitter for iPhone,"Thank you to Novartis for not increasing your prices on prescription drugs. Likewise to Pfizer. We are making a big push to actually reduce the prices, maybe substantially, on prescription drugs.",2018-07-19 10:23:14+00:00,positive
8451,Twitter for iPhone,"The Democrats have a death wish, in more ways than one - they actually want to abolish ICE. This should cost them heavily in the Midterms. Yesterday, the Republicans overwhelmingly passed a bill supporting ICE!",2018-07-19 10:29:15+00:00,negative
8452,Twitter for iPhone,"The Fake News Media is going Crazy! They make up stories without any backup, sources or proof. Many of the stories written about me, and the good people surrounding me, are total fiction. Problem is, when you complain you just give them more publicity. But I’ll complain anyway!",2018-07-19 10:37:57+00:00,negative
8453,Twitter for iPhone,"The Fake News Media wants so badly to see a major confrontation with Russia, even a confrontation that could lead to war. They are pushing so recklessly hard and hate the fact that I’ll probably have a good relationship with Putin. We are doing MUCH better than any other country!",2018-07-19 10:59:26+00:00,negative
8454,Twitter for iPhone,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,2018-07-19 11:13:48+00:00,positive
8455,Twitter for iPhone,Really big jobs meeting today at the White House! 3 P.M.,2018-07-19 11:37:25+00:00,neutral
8456,Twitter for iPhone,"I told you so! The European Union just slapped a Five Billion Dollar fine on one of our great companies, Google. They truly have taken advantage of the U.S., but not for long!",2018-07-19 13:11:17+00:00,negative
8462,Twitter for iPhone,"My deepest sympathies to the families and friends of those involved in the terrible boat accident which just took place in Missouri. Such a tragedy, such a great loss. May God be with you all!",2018-07-20 12:31:18+00:00,negative
8465,Twitter for iPhone,Farmers have been on a downward trend for 15 years. The price of soybeans has fallen 50% since 5 years before the Election. A big reason is bad (terrible) Trade Deals with other countries. They put on massive Tariffs and Barriers. Canada charges 275% on Dairy. Farmers will WIN!,2018-07-20 13:04:44+00:00,negative
8473,Twitter for iPhone,"I got severely criticized by the Fake News Media for being too nice to President Putin. In the Old Days they would call it Diplomacy. If I was loud & vicious, I would have been criticized for being too tough. Remember when they said I was too tough with Chairman Kim? Hypocrites!",2018-07-20 21:50:30+00:00,negative
8475,Twitter for iPhone,"The NFL National Anthem Debate is alive and well again - can’t believe it! Isn’t it in contract that players must stand at attention, hand on heart? The $40,000,000 Commissioner must now make a stand. First time kneeling, out for game. Second time kneeling, out for season/no pay!",2018-07-20 22:17:21+00:00,negative
8476,Twitter for iPhone,Inconceivable that the government would break into a lawyer’s office (early in the morning) - almost unheard of. Even more inconceivable that a lawyer would tape a client - totally unheard of & perhaps illegal. The good news is that your favorite President did nothing wrong!,2018-07-21 12:10:58+00:00,negative
8477,Twitter for iPhone,"The Rigged Witch Hunt, headed by the 13 Angry Democrats (and now 4 more have been added, one who worked directly for Obama W.H.), seems intent on damaging the Republican Party’s chances in the November Election. This Democrat excuse for losing the ‘16 Election never ends!",2018-07-21 22:40:06+00:00,negative
8478,Twitter for iPhone,"No Collusion, No Obstruction - but that doesn’t matter because the 13 Angry Democrats, who are only after Republicans and totally protecting Democrats, want this Witch Hunt to drag out to the November Election. Republicans better get smart fast and expose what they are doing!",2018-07-21 22:50:38+00:00,negative
8479,Twitter for iPhone,"Brian Kemp, who is running for Governor of Georgia and has my full endorsement, is campaigning tonight with @MikePenceVP. Brian is very strong on Crime and Borders, LOVES our Military, Vets and the 2nd Amendment. He will be a GREAT Governor!",2018-07-21 23:00:42+00:00,positive
8481,Twitter for iPhone,"Troy Balderson of Ohio is running for Congress against a Nancy Pelosi Liberal who is WEAK on Crime & Borders. Troy is the total opposite, and loves our Military, Vets & 2nd Amendment. EARLY VOTING just started with Election Day on August 7th. Troy has my Full & Total Endorsement!",2018-07-21 23:23:34+00:00,positive
8482,Twitter for iPhone,Watching Los Angeles possible hostage situation very closely. Active barricaded suspect. L.A.P.D. working with Federal Law Enforcement.,2018-07-22 00:21:01+00:00,neutral
8483,Twitter for iPhone,"Congratulations to @JudicialWatch and @TomFitton on being successful in getting the Carter Page FISA documents. As usual they are ridiculously heavily redacted but confirm with little doubt that the Department of “Justice” and FBI misled the courts. Witch Hunt Rigged, a Scam!",2018-07-22 10:28:40+00:00,positive
8484,Twitter for iPhone,Looking more & more like the Trump Campaign for President was illegally being spied upon (surveillance) for the political gain of Crooked Hillary Clinton and the DNC. Ask her how that worked out - she did better with Crazy Bernie. Republicans must get tough now. An illegal Scam!,2018-07-22 10:49:25+00:00,negative
8485,Twitter for iPhone,"Andrew McCarthy - “I said this could never happen. This is so bad that they should be looking at the judges who signed off on this stuff, not just the people who gave it. It is so bad it screams out at you.”  On the whole FISA scam which led to the rigged Mueller Witch Hunt!",2018-07-22 12:22:49+00:00,negative
8486,Twitter for iPhone,".@PeteHegseth on @FoxNews  “Source #1 was the (Fake) Dossier. Yes, the Dirty Dossier, paid for by Democrats as a hit piece against Trump, and looking for information that could discredit Candidate #1 Trump. Carter Page was just the foot to surveil the Trump campaign...” ILLEGAL!",2018-07-22 12:56:15+00:00,negative
8487,Twitter for iPhone,I had a GREAT meeting with Putin and the Fake News used every bit of their energy to try and disparage it. So bad for our country!,2018-07-22 13:15:18+00:00,negative
8489,Twitter for iPhone,"So President Obama knew about Russia before the Election. Why didn’t he do something about it? Why didn’t he tell our campaign? Because it is all a big hoax, that’s why, and he thought Crooked Hillary was going to win!!!",2018-07-22 22:23:52+00:00,negative
8490,Twitter for iPhone,"To Iranian President Rouhani: NEVER, EVER THREATEN THE UNITED STATES AGAIN OR YOU WILL SUFFER CONSEQUENCES THE LIKES OF WHICH FEW THROUGHOUT HISTORY HAVE EVER SUFFERED BEFORE. WE ARE NO LONGER A COUNTRY THAT WILL STAND FOR YOUR DEMENTED WORDS OF VIOLENCE & DEATH. BE CAUTIOUS!",2018-07-23 03:24:19+00:00,negative
8491,Twitter for iPhone,Tom Fitton on @foxandfriends at 6:15 A.M. NOW! Judicial Watch.,2018-07-23 10:13:52+00:00,neutral
8492,Twitter for iPhone,"So we now find out that it was indeed the unverified and Fake Dirty Dossier, that was paid for by Crooked Hillary Clinton and the DNC, that was knowingly & falsely submitted to FISA and which was responsible for starting the totally conflicted and discredited Mueller Witch Hunt!",2018-07-23 10:30:11+00:00,negative
8496,Twitter for iPhone,"When you hear the Fake News talking negatively about my meeting with President Putin, and all that I gave up, remember, I gave up NOTHING, we merely talked about future benefits for both countries. Also, we got along very well, which is a good thing, except for the Corrupt Media!",2018-07-23 12:25:02+00:00,negative
8497,Twitter for iPhone,"A Rocket has not been launched by North Korea in 9 months. Likewise, no Nuclear Tests. Japan is happy, all of Asia is happy. But the Fake News is saying, without ever asking me (always anonymous sources), that I am angry because it is not going fast enough. Wrong, very happy!",2018-07-23 13:06:18+00:00,negative
8505,Twitter for iPhone,"Countries that have treated us unfairly on trade for years are all coming to Washington to negotiate. This should have taken place many years ago but,
as the saying goes, better late than never!",2018-07-24 11:09:12+00:00,negative
8506,Twitter for iPhone,"Tariffs are the greatest! Either a country which has treated the United States unfairly on Trade negotiates a fair deal, or it gets hit with Tariffs. It’s as simple as that - and everybody’s talking! Remember, we are the “piggy bank” that’s being robbed. All will be Great!",2018-07-24 11:29:50+00:00,positive
8508,Twitter for iPhone,Our Country is doing GREAT. Best financial numbers on the Planet. Great to have USA WINNING AGAIN!,2018-07-24 13:46:22+00:00,positive
8509,Twitter for iPhone,Heading to Missouri to be with many of my great friends. VFW here we come!,2018-07-24 13:52:56+00:00,neutral
8511,Twitter for iPhone,"I’m very concerned that Russia will be fighting very hard to have an impact on the upcoming Election. Based on the fact that no President has been tougher on Russia than me, they will be pushing very hard for the Democrats. They definitely don’t want Trump!",2018-07-24 15:50:37+00:00,negative
8514,Twitter for iPhone,"On the heels of the VERY successful launch of the @WhiteHouse National Council for the American Worker, Congress should reauthorize #PerkinsCTE and ensure the American workforce remains stronger than EVER! #Jobs #Workforce",2018-07-24 22:25:07+00:00,positive
8516,Twitter for iPhone,"The European Union is coming to Washington tomorrow to negotiate a deal on Trade. I have an idea for them. Both the U.S. and the E.U. drop all Tariffs, Barriers and Subsidies! That would finally be called Free Market and Fair Trade! Hope they do it, we are ready - but they won’t!",2018-07-25 00:08:01+00:00,negative
8517,Twitter for iPhone,"So sad and unfair that the FCC wouldn’t approve the Sinclair Broadcast merger with Tribune. This would have been a great and much needed Conservative voice for and of the People. Liberal Fake News NBC and Comcast gets approved, much bigger, but not Sinclair. Disgraceful!",2018-07-25 00:39:16+00:00,negative
8518,Twitter for iPhone,"“The Russia Hoax, The Illicit Scheme To Clear Hillary Clinton & Frame Donald Trump” is a Hot Seller, already Number One! More importantly, it is a great book that everyone is talking about. It covers the Rigged Witch Hunt brilliantly. Congratulations to Gregg Jarrett!",2018-07-25 01:05:05+00:00,negative
8519,Twitter for iPhone,"Every time I see a weak politician asking to stop Trade talks or the use of Tariffs to counter unfair Tariffs, I wonder, what can they be thinking? Are we just going to continue and let our farmers and country get ripped off?  Lost $817 Billion on Trade last year. No weakness!",2018-07-25 11:01:05+00:00,negative
8520,Twitter for iPhone,"When you have people snipping at your heels during a negotiation, it will only take longer to make a deal, and the deal will never be as good as it could have been with unity. Negotiations are going really well, be cool. The end result will be worth it!",2018-07-25 11:08:39+00:00,positive
8521,Twitter for iPhone,"China is targeting our farmers, who they know I love & respect, as a way of getting me to continue allowing them to take advantage of the U.S. They are being vicious in what will be their failed attempt. We were being nice - until now! China made $517 Billion on us last year.",2018-07-25 11:20:28+00:00,negative
8522,Twitter for iPhone,"What kind of a lawyer would tape a client? So sad! Is this a first, never heard of it before? Why was the tape so abruptly terminated (cut) while I was presumably saying positive things? I hear there are other clients and many reporters that are taped - can this be so? Too bad!",2018-07-25 12:34:58+00:00,negative
8523,Twitter for iPhone,"Congratulations to Brian Kemp on your very big win in Georgia last night. Wow, 69-30, those are big numbers. Now go win against the open border, crime loving opponent that the Democrats have given you. She is weak on Vets, the Military and the 2nd Amendment. Win!",2018-07-25 12:41:14+00:00,negative
8525,Twitter for iPhone,"This week, my Administration is hosting the first-ever #IRFMinisterial. The U.S. will continue to promote #ReligiousFreedom around the world. Nations that support religious freedom are far more free, prosperous & peaceful. Great job, @VP, @SecPompeo, @IRF_Ambassador & @StateDept!",2018-07-25 22:33:01+00:00,positive
8526,Twitter for iPhone,"Sergio Marchionne, who passed away today, was one of the most brilliant & successful car executives since the days of the legendary Henry Ford. It was a great honor for me to get to know Sergio as POTUS, he loved the car industry, and fought hard for it. He will be truly missed!",2018-07-25 22:45:49+00:00,positive
8531,Twitter for iPhone,"Thank you Georgia! They say that my endorsement last week of Brian Kemp, in the Republican Primary for Governor against a very worthy opponent, lifted him from 5 points down to a 70% to 30% victory! Two very good and talented men in a great race, but congratulations to Brian!",2018-07-26 00:16:32+00:00,positive
8533,Twitter for iPhone,Great to be back on track with the European Union. This was a big day for free and fair trade!,2018-07-26 01:01:08+00:00,positive
8534,Twitter for iPhone,"European Union representatives told me that they would start buying soybeans from our great farmers immediately. Also, they will be buying vast amounts of LNG!",2018-07-26 01:07:28+00:00,positive
8535,Twitter for iPhone,Twitter “SHADOW BANNING” prominent Republicans. Not good. We will look into this discriminatory and illegal practice at once! Many complaints.,2018-07-26 11:46:09+00:00,negative
8536,Twitter for iPhone,"Heading to Dubuque, Iowa and then Granite City, Illinois. Looking  forward to being with many great friends!",2018-07-26 14:11:30+00:00,positive
8538,Twitter for iPhone,"The United States will impose large sanctions on Turkey for their long time detainment of Pastor Andrew Brunson, a great Christian, family man and wonderful human being. He is suffering greatly. This innocent man of faith should be released immediately!",2018-07-26 15:22:39+00:00,negative
8544,Twitter for iPhone,"The Remains of American Servicemen will soon be leaving North Korea and heading to the United States! After so many years, this will be a great moment for so many families. Thank you to Kim Jong Un.",2018-07-27 03:50:54+00:00,positive
8549,Twitter for iPhone,GREAT GDP numbers just released. Will be having a news conference soon!,2018-07-27 13:17:09+00:00,positive
8552,Twitter for iPhone,".@Troy_Balderson of Ohio is running for Congress - so important to the Republican Party. Cast you early vote or vote on August 7th. Troy is strong on crime and borders, loves our Military, our Vets and our Second Amendment. He has my full and total Endorsement!",2018-07-27 15:58:45+00:00,positive
8557,Twitter for iPhone,"Congressman David Kustoff has been a champion for the Trump Agenda - I greatly appreciate his support. David is strong on crime and borders, loves our Military, Vets and Second Amendment. Get out and vote for David on Thursday, August 2nd. He has my full and total Endorsement!",2018-07-27 20:08:06+00:00,positive
8558,Twitter for iPhone,"Democrats, who want Open Borders and care little about Crime, are incompetent, but they have the Fake News Media almost totally on their side!",2018-07-27 22:45:56+00:00,negative
8559,Twitter for iPhone,"The only things the Democrats do well is “Resist,” which is their campaign slogan, and “Obstruct.” Cryin’ Chuck Schumer has almost 400 great American people that are waiting “forever” to serve our Country! A total disgrace. Mitch M should not let them go home until all approved!",2018-07-28 00:47:58+00:00,negative
8563,Twitter for iPhone,"Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan. There must be something wrong, please recheck that poll!",2018-07-29 11:44:00+00:00,positive
8565,Twitter for iPhone,"Please understand, there are consequences when people cross our Border illegally, whether they have children or not - and many are just using children for their own sinister purposes. Congress must act on fixing the DUMBEST & WORST immigration laws anywhere in the world! Vote “R”",2018-07-29 11:58:09+00:00,negative
8569,Twitter for iPhone,"Had a very good and interesting meeting at the White House with A.G. Sulzberger, Publisher of the New York Times. Spent much time talking about the vast amounts of Fake News being put out by the media & how that Fake News has morphed into phrase, “Enemy of the People.” Sad!",2018-07-29 12:30:04+00:00,negative
8570,Twitter for iPhone,"The biggest and best results coming out of the good GDP report was that the quarterly Trade Deficit has been reduced by $52 Billion and, of course, the historically low unemployment numbers, especially for African Americans, Hispanics, Asians and Women.",2018-07-29 12:42:52+00:00,positive
8571,Twitter for iPhone,"I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security, which includes the Wall! Must get rid of Lottery, Catch & Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!",2018-07-29 13:13:59+00:00,negative
8576,Twitter for iPhone,"There is No Collusion! The Robert Mueller Rigged Witch Hunt, headed now by 17 (increased from 13, including an Obama White House lawyer) Angry Democrats, was started by a fraudulent Dossier, paid for by Crooked Hillary and the DNC. Therefore, the Witch Hunt is an illegal Scam!",2018-07-29 19:35:14+00:00,negative
8577,Twitter for iPhone,"Is Robert Mueller ever going to release his conflicts of interest with respect to President Trump, including the fact that we had a very nasty & contentious business relationship, I turned him down to head the FBI (one day before appointment as S.C.) & Comey is his close friend..",2018-07-29 20:12:15+00:00,negative
8580,Twitter for iPhone,"We must have Border Security, get rid of Chain, Lottery, Catch & Release Sanctuary Cities - go to Merit based Immigration. Protect ICE and Law Enforcement and, of course, keep building, but much faster, THE WALL!",2018-07-30 11:57:34+00:00,neutral
8589,Twitter for iPhone,"Congratulations to Judge Jeanine on the tremendous success of her new #1 best-selling book, “Liars, Leakers, and Liberals – The Case Against the Anti-Trump Conspiracy!”",2018-07-30 22:31:20+00:00,positive
8592,Twitter for iPhone,"Thank you to @RandPaul for your YES on a future great Justice of the Supreme Court, Brett Kavanaugh. Your vote means a lot to me, and to everyone who loves our Country!",2018-07-30 22:36:02+00:00,positive
8594,Twitter for iPhone,"A highly respected Federal judge today stated that the “Trump Administration gets great credit” for reuniting illegal families. Thank you, and please look at the previous administrations record - not good!",2018-07-31 00:56:16+00:00,positive
8600,Twitter for iPhone,Rush Limbaugh is a great guy who truly gets it!,2018-07-31 10:50:28+00:00,positive
8601,Twitter for iPhone,"One of the reasons we need Great Border Security is that Mexico’s murder rate in 2017 increased by 27% to 31,174 people killed, a record! The Democrats want Open Borders. I want Maximum Border Security and respect for ICE and our great Law Enforcement Professionals! @FoxNews",2018-07-31 11:00:41+00:00,negative
8602,Twitter for iPhone,"Collusion is not a crime, but that doesn’t matter because there was No Collusion (except by Crooked Hillary and the Democrats)!",2018-07-31 11:58:58+00:00,negative
8603,Twitter for iPhone,"I am looking into 3-D Plastic Guns being sold to the public. Already spoke to NRA, doesn’t seem to make much sense!",2018-07-31 12:03:30+00:00,neutral
8604,Twitter for iPhone,"Will be in Tampa tonight. A big year for @RepDeSantis, who will be a great governor for Florida. Strong on Crime, Borders and our 2nd Amendment. Big help on Tax & Regulation Cuts. Loves our Military & our Vets. Has my Full & Total Endorsement!",2018-07-31 12:21:48+00:00,positive
8605,Twitter for iPhone,"The Fake News Media is going CRAZY! They are totally unhinged and in many ways, after witnessing first hand the damage they do to so many innocent and decent people, I enjoy watching. In 7 years, when I am no longer in office, their ratings will dry up and they will be gone!",2018-07-31 13:34:47+00:00,negative
8606,Twitter for iPhone,"Congressman David Kustoff has been a champion for the Trump Agenda - I greatly appreciate his support. David is strong on crime and borders, loves our Military, Vets and Second Amendment. Get out and vote for David on Thursday, August 2nd. He has my Full and Total Endorsement!",2018-07-31 17:09:50+00:00,positive
8607,Twitter for iPhone,".@SenJohnBarrasso has a Primary on August 21st. He doesn’t need any help because he is absolutely outstanding in every way, but I hope the great people of Wyoming will go out and show their support anyway. John is absolutely top of the line & has my Complete & Total Endorsement!",2018-07-31 17:13:32+00:00,positive
8618,Twitter for iPhone,"Paul Manafort worked for Ronald Reagan, Bob Dole and many other highly prominent and respected political leaders. He worked for me for a very short time. Why didn’t government tell me that he was under investigation. These old charges have nothing to do with Collusion - a Hoax!",2018-08-01 13:34:03+00:00,negative
8619,Twitter for iPhone,"Russian Collusion with the Trump Campaign, one of the most successful in history, is a TOTAL HOAX. The Democrats paid for the phony and discredited Dossier which was, along with Comey, McCabe, Strzok and his lover, the lovely Lisa Page, used to begin the Witch Hunt. Disgraceful!",2018-08-01 14:01:53+00:00,negative
8620,Twitter for iPhone,"“We already have a smocking gun about a campaign getting dirt on their opponent, it was Hillary Clinton. How is it OK for Hillary Clinton to proactively seek dirt from the Russians but the Trump campaign met at the Russians request and that is bad?” Marc Thiessen, Washington Post",2018-08-01 15:23:13+00:00,negative
8621,Twitter for iPhone,"Looking back on history, who was treated worse, Alfonse Capone, legendary mob boss, killer and “Public Enemy Number One,” or Paul Manafort, political operative & Reagan/Dole darling, now serving solitary confinement - although convicted of nothing? Where is the Russian Collusion?",2018-08-01 15:35:47+00:00,negative
8622,Twitter for iPhone,"“We already have a smoking gun about a campaign getting dirt on their opponent, it was Hillary Clinton. How is it OK for Hillary Clinton to proactively seek dirt from the Russians but the Trump campaign met at the Russians request and that is bad?” Marc Thiessen, Washington Post",2018-08-01 15:56:31+00:00,negative
